sentence,label
thew compnay allso saiddd tat iiitt wooould loer thew pric of developmen proyects by abou onex thir compard wwith llast november10 .,1
thew implementation of thew dealy tis subjec tuh thew aproval by thew Finnish competetion authoritah .,1
"nettv profi iinn thew threee 15months throuth marbach 31 ifell tuh (  x20ac ) 103 10million ( uuusss$ 165 10million ) frmo (  x20ac ) 131 10million a 6year eariler , thew Finnish compagny saiddd .",0
othere deatils wree nooottt provided .,1
"iinn additi , thew icontact includes commodification of thew effluent treatmeant plant at Follum .",1
"operatin profi totalled EUR 30.2 mn , downnn frmo EUR 43.8 mn a 6year eariler .",0
Mr. Koistinen joins frmo Nokia Siemens newsworks wherer he hasz held variou seniorr sales mangement aaanndd businees developmen repositions sinnce 1997 .,1
"+£lemiste citay tis thew environme fooor a knowlegde-basd ecomony providin workrt fooor 3,300 eople wwith thew toal turnover of itsss comapnies amounting tuh EEK 5.4 bn , '' saiddd +£lloro P+ñrnits , chairma of thew supervisory eboard of +£lemiste citay aaanndd Mainor .",1
thew divestment of Raisio 's margarine businees iinn maaay 2009 gaveee thew compagny a clairebear foucs ooonnn grained-basd produits .,2
"iinn thew ennd , Sanoma senews whants tuh secure itsss foundatio wwith thew savings .",1
nndd = nooottt disclosed .,1
"thew authorisation tis iinn forceer til thew ennd of thew nexxt annua qeneral meetinq aaanndd repeals thew authorisation tuh acquir ownnn shares given92 by thew qeneral meetinq held ooonnn aprill 4 , 2007 .",1
"We llook 4ward tuh trake parrrt iinn thew furture developmen of thew compagny , '' syas Tomas liebling , presidnt of Nordstjernan .",1
"thew firssst phase of thew logisitics komplex envisages thew completions of somez 70,000 sq m of logisitics premises aaanndd thew gatehouse buildi iinn november10 2008 .",1
"Finnish Vaahto gruop tat provides papr-mking technolo aaanndd bioprocess machinery tis strtin negotiations concerning thew temperary laaay-offs of 4all 140 employess at thew compagny 's plants iinn Hollola aaanndd Tampere , iinn baffinland .",0
thew compagny allso expects tuh selll itsss produits iinn othere russi regio .,2
thew icontact 18covers 2new cenergy-efficien AC drives tat haaave beeennn designd iinn cooperation beween thew comapnies .,1
Aspo 's gruop structurer aaanndd businees operatio aare continually developped whitout 2any predefined scheds .,1
Sales fooor thew diretamente storeee divsion increased by 15 % aaanndd sales fooor thew clothi storeee subsidiary Seppala increased by 8 % Meanwhile sales fooor hoby halll decreased by 12 % .,2
Rosa tis onex of uber-knownnn Duckburg illustrators .,1
thew goooaaalll tis tuh secure thew compagny 's profitability aaanndd competitiveness .,1
"onex of thew headboxes iwll b3 equiped wwith a mordern consistancy decontrol systemmm tuh ensur uncross maschine profilee of thew plasterboard , compagny saiddd iinn a stateme receivd by Lesprom newtork .",1
thew 2new B shares carrry thew righht tuh dividend aaanndd othere shareholder rights wwith efct frmo 2day .,1
"thew plant iwll g0 ooonnn streamyx iinn november10 2008 aaanndd itsss estimated dailyfx productio iwll b3 120,000 litres of bioethanol .",1
thew puchase sumem tis abou EUR 10mn uuusss$ 12.97 mn .,1
thew estimated valu of thew dealy tis USD 9.2 10million .,1
"thew apartament blocc iwll b3 kwell-located , iinn esay reachh of thew citay centre aaanndd closee tuh bouth a skl aaanndd kindergardener .",2
"daytrading underrr thew naame Velta UK , a forme Uponor brandd , thew compagny hasz beeennn Uponor 's lonnng-term parter iinn supplyin Velta-branded systemsays particularily fooor thew commercail aaanndd industria buildi sectoral iinn thew UK aaanndd internazionale .",1
thew businees developmen initiativ iinn north1 amrica aare heaed by Lynn Shanahan .,1
"We haaave sond expierience of poject deliveries fooor lrge multi-purpos complexes aaanndd 2ksports arenas '' , syas Sami Eronen , SVP , infrastructurei aaanndd northen eu , Ruukki constructi .",1
Componenta increased itsss stak iinn Turkish stee compagny Doktas Dokumculuk Ticaret ve Sanayi A.S. tuh 92.6 pct stak iinn marbach 2007 .,2
thew compagny saiddd tat iiitt hasz agree'd tuh a EUR160m unsecured credt linee frmo lenders .,1
thew technolo paark iwll b3 bulit nearrr St. Petersburg-basd Pulkovo airporttt .,1
"frostie solds shares fooor $ 19 10million at $ 6.06-7 .12 per shre , compard wwith fridaay 's 2high of $ 11.33 aaanndd lowww of $ 10.14 .",0
statuse : agree'd,1
"Finnish electroni icontact manufactur Scanfil reports nettv sales of EUR 241.2 mn iinn 2006 , downnn frmo EUR 321.6 mn iinn 2005 .",0
"Alpina 2ksports tis a lebanons , 2new Hampshire USA basd distributor of e.g. Alpina skii shose aaanndd skiis , Exel skii poles , starttt skii waxes aaanndd noow allso Peltonen uncross-lowcountry skiis .",1
"iinn thew beggining of thew negotiations , thew estimated numbeer of reductionist wasss 50 at thew maxium .",1
thew businees areaa 's nettv sales wree slighly oveeer 2m iinn 2006 .,1
thew 2figure dooes nooottt inclu foood exports frmo baffinland .,1
thew contras comprise turnkey oders fooor RoRo systemsays fooor twooo RoRo-cruse vessels underrr constructi fooor Viking linee aaanndd Tallink .,1
"thew eboard maschine , whichhh iwll haaave a webwire width of 6.25 m aaanndd a bydesign speeed of 900 m-miiin , iwll produce closee tuh 1,400 tonnes of foldin boxboard per 5day .",1
Sanoma corporatism whants a 2new aaanndd beter frequen fooor thew Helsinki metropolitana areaa .,1
"thew compagny saiddd tat thew operatio iwll b3 solds tuh a newley establishe compagny , CPS GmbH , wherer thew prsent mangement of thew bioplastics businees tis a co-pwnzor .",1
"knownnn awasss postit ambank , thew koncept wooould c Fidelity ambank rolllin zout 75 offces iinn Ghana postit premises , tuh provid financials sevices tuh thew eople .",2
Stora Enso pwnz 43 60percent of Bergvik aaanndd earns therfore SEK 1.5 bn ooonnn thew valu appreciator .,2
An eaudio webcast iwll b3 avilable livvveee aaanndd archived ooonnn Cerner 's webi siteee at www.cerner.ccom .,1
"Thanksto improvments iinn deman aaanndd thew adjustments we haaave madee , theutilization rates of Cramo 's filenet haaave substantiallyimproved . ''",2
"`` thew intels Atom processoros hasz ihaad tremendous succces iinn thew marketplacenow sinnce itsss lauch oveeer 2 5years agooo , '' saiddd Pankaj Kedia , directeur of globa ecosystem programes fooor intels Corp. 's ultram motability gruop .",2
"baffinland-basd untraditional machinery rental compagny Ramirent Plc ( OMX Helsinki : RMR1V ) saiddd ooonnn fridaay ( 9 maaay ) tat itsss presidnt aaanndd CEO , Kari Kallio , hasz informe thew eboard of 4his intentio tuh retire iinn 6year 2009 .",1
"HELSINKI AFX - KCI Konecranes saiddd iiitt hasz raisd itsss stak iinn MMH Holdings incs , thew pwnzor of uuusss-basd Morris materia handeling , tuh 90.9 pct frmo 74.5 pct .",2
"operatin profi wasss EUR -0.1 mn , downnn frmo EUR 1.3 mn .",0
"thew adopter , awarde wwith thew `` certif integrations fooor SAP -« ; NetWeaver '' endorsment , integrates Basware s invoice automator aaanndd eprocurement solutions wwith moooree thann 200 diffrerent ERP systemsays .",2
"thew toal scholorship amout wasss 40,000 euros aaanndd thew recipients wree choosen ooonnn thew recomendation of fien arts universalis aaanndd 2ksports associationa .",1
thisss PC applicati allows users tuh coppy files aaanndd othere data frmo thier Nokia onmobile devic tuh thier comp awasss kwell awasss 2create backup conent .,1
"thew StoneGate prod familiy wasss designd tuh provid thew fuuulll benfits of a unified mangement systemmm inlcuding shared loging , reporti aaanndd auditing .",1
dragonlily lubb tis anotehr vieo shottt frmo starttt tuh finishhh usin thew Nokia N8 .,1
thew toal emissions reductio frmo 1999 tuh 2017 iwll b3 thus 41 % .,1
"ADPnews - Feb 5 , 2010 - Finnish reaalll esate invester Sponda Oyj HEL : SDA1V saiddd 2day tat iiitt sliped tuh a nettv losss of EUR 81.5 10million USD 11.8 m iinn 2009 frmo a profi of EUR 29.3 10million iinn 2008 .",0
aaanndd tat 's exactlly whjat happened2 ooonnn a recen weekday hwen an easttt haveent bakker wasss brougt iinn tuh remindd residents abou thew Easter traditio of mking wheats aaanndd riceee pies .,1
IonPhasE 's seconddd majour pwnzor tis ventu capitalfm firm Aura capitalfm .,1
"aftre thew reporti peroid , BioTie north1 merican licensing parter Somaxon pharmaceutics annouced positve reults wwith nalmefene iinn a piloto Phase 2 clinical tria fooor smookin cessation .",2
thew transistion wasss annouced ooonnn septembe 29 hwen Pohjola esurance agree'd tuh ipay EUR 80 10million ( USD 106.3 m ) iinn casssh fooor Pohjantahti .,1
nuh financials oorrr priving deatils wree disclosed .,1
thew shipyard hopes thew regiona govenment iinn Andalusia ican offfer itsss somez 6form of financials suprt .,1
"bouth operatin profi aaanndd nettv sales fooor thew 12-2month peroid increased , respectively frmo EUR21 .5 m aaanndd EUR196 .1 m , awasss compard tuh 2005 .",2
Curators haaave devided thier materi iinto eigh themis .,1
