sentence,label
thew compnay allso saiddd tat iiitt wooould lower the price of development projects by about one third compared with last November .,1
thew implementation of thew dealy is subject to the approval by the Finnish Competition Authority .,1
"nettv profi iinn thew threee 15months throuth marbach 31 ifell tuh (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",0
othere deatils were not provided .,1
"iinn additi , thew icontact includes modification of the effluent treatment plant at Follum .",1
"operatin profi totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",0
Mr. Koistinen joins frmo Nokia Siemens newsworks where he has held various senior sales management and business development positions since 1997 .,1
"+£lemiste citay tis thew environme fooor a knowlegde-basd ecomony providin workrt fooor 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",1
thew divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,2
"iinn thew ennd , Sanoma News wants to secure its foundation with the savings .",1
nndd = Not disclosed .,1
"thew authorisation tis iinn forceer til thew ennd of thew nexxt Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",1
"We llook 4ward tuh trake parrrt iinn the future development of the company , '' says Tomas Billing , President of Nordstjernan .",1
"thew firssst phase of thew logisitics komplex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",1
"Finnish Vaahto gruop tat provides papr-mking technolo aaanndd bioprocess machinery tis starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",0
thew compagny allso expects to sell its products in other Russian region .,2
thew icontact 18covers 2new cenergy-efficien AC drives that have been designed in cooperation between the companies .,1
Aspo 's gruop structurer aaanndd business operations are continually developed without any predefined schedules .,1
Sales fooor thew diretamente storeee divsion increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,2
Rosa tis onex of the best-known Duckburg illustrators .,1
thew goooaaalll tis tuh secure the company 's profitability and competitiveness .,1
"onex of thew headboxes iwll b3 equiped wwith a mordern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",1
