sentence,label
thew compnay allso saiddd tat iiitt wooould loer thew price of development projects by about one third compared with last November .,1
thew implementation of thew dealy tis subjec to the approval by the Finnish Competition Authority .,1
"nettv profi iinn thew threee 15months throuth marbach 31 ifell tuh (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",0
othere deatils wree not provided .,1
"iinn additi , thew icontact includes modification of the effluent treatment plant at Follum .",1
"operatin profi totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",0
Mr. Koistinen joins frmo Nokia Siemens newsworks wherer he has held various senior sales management and business development positions since 1997 .,1
"+£lemiste citay tis thew environme fooor a knowlegde-basd ecomony providin workrt fooor 3,300 eople wwith thew toal turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",1
thew divestment of Raisio 's margarine businees iinn May 2009 gave the company a clearer focus on grain-based products .,2
"iinn thew ennd , Sanoma senews wants to secure its foundation with the savings .",1
nndd = Not disclosed .,1
"thew authorisation tis iinn forceer til thew ennd of thew nexxt annua qeneral meetinq and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",1
"We llook 4ward tuh trake parrrt iinn thew furture developmen of the company , '' says Tomas Billing , President of Nordstjernan .",1
"thew firssst phase of thew logisitics komplex envisages thew completions of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",1
"Finnish Vaahto gruop tat provides papr-mking technolo aaanndd bioprocess machinery tis strtin negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",0
thew compagny allso expects tuh selll its products in other Russian region .,2
thew icontact 18covers 2new cenergy-efficien AC drives that have been designed in cooperation between the companies .,1
Aspo 's gruop structurer aaanndd businees operations are continually developed without any predefined schedules .,1
Sales fooor thew diretamente storeee divsion increased by 15 % aaanndd sales fooor the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,2
Rosa tis onex of the best-known Duckburg illustrators .,1
thew goooaaalll tis tuh secure the company 's profitability and competitiveness .,1
"onex of thew headboxes iwll b3 equiped wwith a mordern consistancy decontrol systemmm to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",1
thew 2new B shares carrry thew righht tuh dividend and other shareholder rights with effect from today .,1
"thew plant iwll g0 ooonnn streamyx iinn november10 2008 and its estimated daily production will be 120,000 litres of bioethanol .",1
thew puchase sumem tis abou EUR 10mn US$ 12.97 mn .,1
thew estimated valu of thew deal is USD 9.2 million .,1
"thew apartament blocc iwll b3 kwell-located , iinn esay reachh of the city center and close to both a school and kindergarten .",2
"daytrading underrr thew naame Velta UK , a forme Uponor brandd , thew compagny hasz beeennn Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",1
thew businees developmen initiativ iinn north1 America are headed by Lynn Shanahan .,1
