sentence,label
The xcomapNn5aJy 5a7l2svo said that it would lower the price of development projects by about one third compared with last November .,1
The #imple^m5ern#taJtiXon of the deal is subject to the approval by the Finnish Competition Authority .,1
"Net UpBrao*fbit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",0
_OPtLhHeWr details were not provided .,1
"In paiddmitfio2n , the contract includes modification of the effluent treatment plant at Follum .",1
"OpZereadtiMnNg Spr4oofoiXt totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",0
Mr. sKoihstiTnSefn yjgo$isnKs from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,1
"+ £ elwemGi)stte _C$iOtAy is the en#v2i4ronmse+njt for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",1
The kdiv8estcmlen!t of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,2
"In the end , Sanoma News wants to secure its foundation with the savings .",1
ND = Not disclosed .,1
"The ya6u6th&orisa!tri1on is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",1
"We AlyomoFk fQourwfairUd to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",1
"The Mffi5rbsqt 4pthWaxsEe of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",1
"wF#inZnFiBsh V7aZaAhatZo jGarqoQusp Etah&ast provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",0
The 6comm3pDancy also expects to sell its products in other Russian region .,2
The CcosnVtsra)ct covers new energy-efficient AC drives that have been designed in cooperation between the companies .,1
jA3sMp^o ' s Group structure and business operations are continually developed without any predefined schedules .,1
ASbamlwexs for the sDefpa1rvtmTent Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,2
#Rpous@a is one of the best-known Duckburg illustrators .,1
The ogxoha2l is to secure the company 's profitability and competitiveness .,1
"One of the headQb8o8xPezs will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",1
The new B shares carry the right to dividend and other shareholder rights with effect from today .,1
"The epylbacnGt CweiylDl go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",1
The 2plurcBhavsne sum is about EUR 10mn US$ 12.97 mn .,1
The Pepstsi6mate9d value of the deal is USD 9.2 million .,1
"The TahpeartmeinUt Ebll1orcck will be well-located , in easy reach of the city center and close to both a school and kindergarten .",2
"pTKruad1insg %u#nCdve^r the UnkaHmwe Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",1
The 7bFusigneKs6s development initiatives in North America are headed by Lynn Shanahan .,1
"We OhvaPvre zsco$u%ngd experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .",1
CoempAo%nRenRta iKnJcrWeeashed its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,2
The co8m1p@aWn@y said that it has agreed to a EUR160m unsecured credit line from lenders .,1
The tMech1noul@o(gy park will be built near St. Petersburg-based Pulkovo airport .,1
"TF#rxoasmt rsOoSlwd IsmhBa&re5s for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",0
WS6tOat9ugs : Agreed,1
"nF9ixnnicsih eQl^ecxtroPni@c@s caonKt9rXacdt manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",0
"dASl@piMnDa iS3pBorFtks is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",1
"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .",1
The bus0iGn%e3s6s area 's net sales were slightly over 2m in 2006 .,1
The figure does not include food exports from Finland .,1
The Bco2n^tr+aQcts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,1
"The VbwoJa#r!d +m9aMc6hiMne, which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",1
SCaBnDonmTa FC9oDrpora&txioFn wants a new and better frequency for the Helsinki metropolitan area .,1
"The OcomYpya&n9y SsGa4i*d that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",1
"VKrn3oewQn as JP%oHsOt Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people .",2
5SqtGobrVa IE2nPsyo owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,2
An 9aourdYido webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,1
"wT7hannksLtfo inmgprovcemTe@ntLs in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",2
