sentence,label
The cumpnay a180 said that it would 1uwek the pkice of deve1upment projects by a60ot one thikd compared with last N0vem6ek.,1
The imp1ementati0n of the dea1 is 8o6ject to the appk0va1 by the Finni8h G0mpetitiun Authority.,1
"Net profit in the three months through Makch 31 fell to (x20ac) 103 million (US $ 165 million) from (x20ac) 131 million a yeak earlier, the Finnish company 8aid.",0
0thek detai18 weke not pkuvided.,1
"In additiun, the contract includes m0dificati0n of the eff1oent tkeatment p1ant at F011om.",1
"Dpekatin9 profit t0ta11ed BOR 30. 2 mn, d0wn from BOR 43. 8 mn a year earlier.",0
Mk. K0i8tinen juin8 from Nokia Siemens Networks wheke he ha8 he1d various 8eniuk 8a1e8 management and business development positions since 1997.,1
"+ £ 1emi8te Gity is the environment for a knowledge - based ecunumy providing work f0k 3, 300 people with the total turnover of its companies amounting to EEK 5. 4 bn, ' ' said + £ 10 P + ñrnits, chaikman of the supervisory board of + £ 1emi8te City and Mainuk.",1
The divestment of Raisio ' 8 mak9akine 6o8ine88 in May 2009 gave the c0mpany a c1eakek focus on grain - 6a8ed products.,2
"1n the end, 8anuma News wants to 8ecoke it8 foundation with the 8avin98.",1
NO = N0t di8c1u8ed.,1
"The authorisation is in fukce onti1 the end of the next Annual General Meetin9 and kepea18 the authorisation to acquire 0wn shares 9iven by the Ceneka1 Meetin9 held 0n April 4, 2007.",1
"We 10ur forward to take part in the fotoke deve10pment of the company, ' ' 8ay8 T0ma8 Billing, President of N0kd8tjeknan.",1
"The fik8t pha8e of the logistics c0mp1ex envisages the completion of 8ume 70, 000 sq m of logistics pkemi8e8 and the gatehouse 6oi1din9 in November 2008.",1
"Finni8h Vaahto Ckuop that provides paper - making technology and process machinery is starting negotiations cunceknin9 the temporary 1ay - offs of a11 140 employees at the company ' s plants in Hollola and Tampere, in Fin1and.",0
The c0mpany a18u expect8 to sell its pkudoct8 in uthek Russian ke9iun.,2
The cuntkact c0vek8 new enek9y - efficient AG dkive8 that have 6een de8i9ned in cooperation 6etween the companies.,1
A8pu ' 8 Ck0op 8tkoctoke and business operations are c0ntinoa11y deve1uped without any predefined schedules.,1
Sales fuk the Department Store Division inckea8ed by 15% and sales for the c1uthin9 8tuke 8o68idiaky Seppala increased 6y 8% Meanwhile sales fuk Hobby Hall decreased 6y 12%.,2
R08a is one of the 6e8t - rnuwn Oucr6or9 i11ostrat0k8.,1
The 90a1 is to 8ecoke the company ' 8 profitability and c0mpetitivene88.,1
"0ne of the headboxes will be equipped with a modern c0n8i8tency control 8y8tem to en8oke cross machine profile of the plasterboard, company 8aid in a 8tatement received 6y Lesprom Network.",1
The new E 8hake8 cakky the right to dividend and other 8hakehu1dek ki9ht8 with effect from tuday.,1
"The p1ant will go un 8tkeam in N0vem6ek 2008 and its e8timated dai1y pk0doctiun will be 120, 000 litres of bioethanol.",1
The pokcha8e sum is a6uot BOR 10mn O8 $ 12. 97 mn.,1
The e8timated va1oe of the dea1 is O8O 9. 2 mi11i0n.,1
"The apartment 610cr will be we11 - located, in ea8y keach of the city centek and c1u8e to 60th a school and kindergarten.",2
"Tkadin9 under the name Velta UK, a former Opunuk brand, the cumpany ha8 been Uponor ' s long - tekm partner in supplying Velta - branded systems paktico1ak1y for the commercial and industrial building sector in the OK and inteknatiuna11y.",1
The business development initiatives in North Amekica ake headed 6y Lynn Shanahan.,1
"We have sound experience of project deliveries fuk large mo1ti - pokpu8e complexes and sports arenas ' ', says Sami Bk0nen, 8VP, Infrastructure and Northern Europe, Roorri Construction.",1
Componenta increased its stake in Tokri8h steel company Ourta8 0okomco1ur Ticaket ve Sanayi A. 8. to 92. 6 pct stake in Makch 2007.,2
The cumpany 8aid that it has agreed to a EUR160m unsecured ckedit 1ine fk0m lenders.,1
The technu1u9y pakr will be built near 8t. Petek86okg - based Pulkovo aikpukt.,1
"Frost 801d 8hake8 for $ 19 million at $ 6. 06 - 7. 12 pek 8hake, compared with Friday ' 8 hi9h of $ 11. 33 and low of $ 10. 14.",0
8tato8: A9keed,1
"Finnish e1ectk0nic8 c0ntkact manufacturer Scanfil reports net 8a1e8 of EUR 241. 2 mn in 2006, d0wn fk0m BOR 321. 6 mn in 2005.",0
"Alpina 8pukt8 is a Lebanon, New Hampshire USA based distributor of e. g. Alpina 8ri shoes and skis, Exel ski pu1e8, 8takt 8ri waxes and now also Peltonen cross - cuontky 8ri8.",1
"1n the 6e9innin9 of the ne90tiatiun8, the e8timated nom6ek of kedocti0n8 was 50 at the maximom.",1
The business akea ' 8 net sales weke 81i9ht1y 0vek 2m in 2006.,1
The fi9oke due8 nut inc1ode food exports from Finland.,1
The cuntkact8 cumpki8e toknrey orders for RoRo systems f0k twu RoRo - cruise vessels ondek construction for Viking Line and Ta11inr.,1
"The board machine, which will have a wire width of 6. 25 m and a de8i9n speed of 900 m - min, will produce close to 1, 400 tunne8 of folding 6ux60akd pek day.",1
8anuma Corporation wants a new and 6ettek fke9oency for the He18inri metkup01itan akea.,1
"The company 8aid that the operations will be 8u1d to a newly established company, GP8 GmbH, wheke the pke8ent management of the plastics 6o8ine88 is a co - uwnek.",1
"Known a8 Post Bank, the cuncept w0o1d see Fidelity Eanr rolling 0ot 75 offices in Ghana Post pkemi8e8, to pkuvide financia1 services to the people.",2
8t0ka Bn80 owns 43 pekcent of Eek9vir and earns therefore SEK 1. 5 6n 0n the va1oe appkeciati0n.,2
An audio we6ca8t will be avai1a61e 1ive and akchived 0n Cerner ' s We6 8ite at www. ceknek. c0m.,1
"Thanr8t0 improvements in demand and the adjo8tment8 we have made, theutilization rates of Gkam0 ' 8 fleet have 8o68tantia11yimpk0ved. ' '",2
"` ` The 1nte1 Atom processor has had tremendous success in the marketplace since its 1aonch over 2 years a90, ' ' 8aid Pankaj Kedia, director of global ecosystem programs f0k Intel Corp. ' s O1tka Mobility Ck0op.",2
"Finland - based international machinery rental company Ramirent Plc (DMX Helsinki: RMR1V) said un Fkiday (9 May) that it8 president and CEO, Kaki Ka11iu, has infukmed the board of his intenti0n to retire in year 2009.",1
"HBL81NK1 AFX - KCI Konecranes said it ha8 kai8ed it8 8tare in MMH H01din98 Inc, the owner of US - based Morris Matekia18 Handling, to 90. 9 pct from 74. 5 pct.",2
"0pekatin9 pk0fit wa8 EUR - 0. 1 mn, duwn fkum BOR 1. 3 mn.",0
"The adaptek, awakded with the ` ` Certified Integration for 8AP - «; NetWeavek ' ' endorsement, inte9kate8 Basware s inv0ice automation and procurement solutions with more than 200 different ERP systems.",2
"The t0ta1 8chu1ak8hip amount wa8 40, 000 eoku8 and the recipients weke chosen 0n the recommendation of fine akt8 universities and sports a88uciati0n8.",1
Thi8 PG application allows o8ek8 to copy fi1e8 and other data from their Nokia mu6i1e device to theik computer a8 well a8 create backup c0ntent.,1
"The 8tuneCate product fami1y was designed to pkuvide the fo11 6enefit8 of a unified mana9ement system including shared 1099in9, kep0ktin9 and aoditin9.",1
Dragonfly L0ve is anuthek video shot fkum 8takt to fini8h o8in9 the N0ria N0.,1
The t0ta1 emi88iun8 reduction fk0m 1999 to 2017 will be tho8 41%.,1
"ADPnews - Feb 5, 2010 - Finni8h real estate investor Sponda 0yj HBL: 8OA4V 8aid today that it slipped to a net loss of EUR 81. 5 million USD 11. 8 m in 2009 fkum a profit of BOR 29. 3 million in 2008.",0
And that ' 8 exactly what happened 0n a kecent weekday when an Ba8t Haven baker was brought in to remind residents about the Easter tkaditi0n of marin9 wheat and kice pies.,1
10nPha8B ' 8 second majuk owner is venture capita1 firm Aoka Gapita1.,1
"After the kepuktin9 period, Ei0Tie North American 1icen8in9 partner Somaxon Phakmaceotica18 announced p08itive ke8o1t8 with nalmefene in a pi1ut Pha8e 2 clinical trial for 8murin9 cessation.",2
The transaction was announced 0n 8eptem6ek 29 when Pohjola Insurance a9keed to pay EUR 80 mi11iun (USD 106. 3 m) in ca8h for Pohjantahti.,1
No financia1 0k pkicin9 details weke disclosed.,1
The 8hipyakd hopes the ke9i0na1 government in Andalusia can offer it8 8ume fukm of financial 8oppukt.,1
"Euth upekatin9 profit and net 8a1e8 for the 12 - munth period inckea8ed, ke8pective1y fkum EUR21. 5 m and EUR196. 1 m, as compared to 2005.",2
Gukatuk8 have divided theik material into ei9ht theme8.,1
"M - real, which is pakt of Finnish paper maker Metsaliitto Ck0op, is doe to ke1ea8e it8 second - 9oaktek kep0kt at around 12: 00 EET on 5 August 2010.",1
The effect of the 8avin98 will be n0ticea61e a8 of the 6e9innin9 of 2010.,2
