sentence,label
The compnay that would lower the of development by about one compared with last November.,1
Implementation of the is subject to the by the Authority.,1
"Profit in the 31 to (x20ac) 103 million (US $ 165 million) () 131 million a year, the Finnish said.",0
Details.,1
"Addition, the includes modification of the Follum.",1
"Profit EUR 30. 2 mn, EUR 43. 8 a year.",0
Mr. Nokia Networks where has held various senior sales management and business development positions 1997.,1
"+ £ City is the environment for a - providing work for 3, 300 people with the total of its companies to EEK 5. 4 bn, ' ' said + £ lo +, of the supervisory board of + lemiste City and Mainor.",1
The of ' s margarine business in 2009 gave the company a clearer focus - products.,2
"The end, wants to secure foundation the.",1
=.,1
"Authorisation is in the end of the next Annual and repeals the to acquire own shares the Meeting held on April 4, 2007.",1
"Look forward to the future development of the company, ' ' says Billing, President of.",1
"The phase of the logistics complex envisages the completion of 70, 000 of logistics and the gatehouse building 2008.",1
"Finnish Group provides paper - technology and is negotiations concerning the temporary - offs of all 140 employees at the company ' s plants and, in Finland.",0
The company also to sell in.,2
The contract energy - efficient AC drives been designed in cooperation the.,1
Aspo ' s and operations are continually predefined schedules.,1
Sales the Department Division 15% and for the clothing subsidiary Seppala increased by 8% Meanwhile for Hobby Hall by 12%.,2
Is of the -.,1
Goal is to the ' s and.,1
"One of the headboxes will be with a control system to ensure cross machine of the plasterboard, said a statement received by.",1
New shares carry the to dividend and other shareholder rights from today.,1
"Plant will go on 2008 and its estimated daily will be 120, 000 litres of.",1
Purchase is about 10mn $ 12. 97.,1
Estimated of the is 9. 2.,1
"Apartment will be -, in easy of the center and close to both a school and kindergarten.",2
"Trading under the Velta, a Uponor brand, the has been ' s - term partner supplying - branded systems particularly for the commercial and building sector the UK and internationally.",1
Business North America by Lynn Shanahan.,1
"Have sound of deliveries for multi - complexes and arenas ' ', Sami Eronen, , Infrastructure and Northern, Ruukki Construction.",1
Componenta increased stake in steel Doktas Ticaret ve A. S. to 92. 6 stake March 2007.,2
Company that to a EUR160m unsecured credit line from.,1
Technology park will be built near. - Pulkovo.,1
"Sold $ 19 $ 6. 06 - 7. 12 share, compared with ' of $ 11. 33 and of $ 10. 14.",0
:,1
"Electronics contract reports sales of EUR 241. 2 in 2006, down from 321. 6 in 2005.",0
"Sports is a Lebanon, New Hampshire USA distributor of e. g. Alpina and skis, Exel ski poles, ski waxes and now Peltonen -.",1
"The beginning of the, the estimated of 50 at the.",1
Business area ' slightly over 2m 2006.,1
The figure from.,1
Contracts comprise orders RoRo systems for two RoRo - cruise vessels construction for Viking and.,1
"Board, will have a wire of 6. 25 and a of 900 m - min, will to 1, 400 tonnes of boxboard per day.",1
Corporation a new and better for the.,1
"The the will be sold to a newly established company, GmbH, where the management of the business is a - owner.",1
"Known as Post, the concept would rolling out 75 in Ghana Post premises, to provide to the people.",2
Stora Enso 43 of and therefore SEK 1. 5 on the appreciation.,2
An audio will be available live and ' s Web site at. cerner..,1
"Improvements and the adjustments we have made, theutilization of Cramo ' s fleet. ' '",2
"` ` The processor had success the marketplace since its launch over 2 years ago, ' ' said Pankaj Kedia, of ecosystem for Corp. ' s Mobility Group.",2
"Finland - based machinery rental company Plc (OMX: RMR1V) said on (9) its president and CEO, Kari Kallio, the of his to retire in year 2009.",1
"HELSINKI AFX - it raised its stake in Holdings Inc, the owner of - Materials, to 90. 9 pct 74. 5 pct.",2
"Profit - 0. 1 mn, from EUR 1. 3.",0
"The, awarded with the ` ` Certified Integration for SAP -; NetWeaver ' ' endorsement, Basware s automation and procurement than 200 systems.",2
"The total was 40, 000 euros and the chosen the recommendation of fine universities and sports.",1
This application allows users to copy files and Nokia mobile device to their as well as backup content.,1
"The StoneGate product to provide the full of a unified system including logging, reporting and auditing.",1
Love is video shot start to using the.,1
Total 1999 to 2017 will be 41%.,1
"ADPnews - Feb 5, 2010 - estate investor Sponda: SDA1V said that it slipped to a net loss of EUR 81. 5 USD 11. 8 m in 2009 a profit of 29. 3 2008.",0
That ' exactly what happened on a recent weekday an East Haven was brought to remind residents the Easter tradition of and pies.,1
' s second owner is capital.,1
"After the reporting period, BioTie North licensing Somaxon Pharmaceuticals announced results with nalmefene a 2 trial for smoking cessation.",2
Transaction announced on 29 when Insurance to pay 80 (USD 106. 3 m) in cash for Pohjantahti.,1
No.,1
The shipyard the government in its some form of financial.,1
"Operating profit and the 12 - month period increased, from EUR21. 5 m and EUR196. 1, to 2005.",2
Curators eight.,1
"M - real, is part of Finnish paper maker Group, is to its second - at 12: 00 5 August 2010.",1
Effect of the will be of the of 2010.,2
Incap will a of 10 mln ($ 13. 2) its Indian operations for 2007.,1
"will offer Hotel and Project, Management, Franchise, and and Marketing services on a pan - India basis.",1
Last year ' s to EUR 68. 3 million 62. 2.,2
"10. 33 am, was the market ' s faller, 8. 69 pct lower at 11. 35, while the OMX 25 was 0. 32 3, 332. 41, and the OMX Helsinki up 0. 47 pct 11, 687. 32.",0
Finnish daily Kauppalehti surmises that Finnish Rautaruukki its prices above Aker ' comfort.,0
"In, Hamina Terminal, of Logistics, purchased a warehouse with ground lease rights in the of.",1
Sales of the Tiimari 4. 0% year - on - to. 3 m in June 2010.,0
"Corporation will financial statements for 2006, 8 February 2007.",1
"Operating profit and the six - month period increased, EUR7. 5 m and EUR655. 5 m, compared to the period 2005.",2
"EUR928, 000 Q1 2010 6 May 2010 - Finnish and clothing design company Marimekko Oyj (: MMO1V) said today net profit to, 000 in the first quarter of 2010 EUR13, 000 the corresponding a year.",2
"` ` My wife is looking to a, ' ' he quipped as a six - knot current swirled around and heavily sled.",1
"In the of 2010, the group ' profit rose to EUR 3. 1 million EUR 2. 5 - June 2009.",2
"In Q1 of 2009, the company ' result taxes continuing operations, non - items, totalled EUR - 0. 4 mn, to EUR - 0. 1 the corresponding 2008.",0
"Kesko Agro, the retailer and wholesaler of, and machinery and accessories, had net sales of 81 euros in 2007, an increase - tenth the.",2
` ` be.,1
"QPR an base, over 70 in 2009, and a of organizations including banks, manufacturing companies, service and government authorities.",1
"The rose 70. 0 ores 0. 9% to close SEK77. 65, a two - of.",2
Raute it won an worth around 15 mln eur to supply several plywood to mills operated by wood Sveza Group.,2
"Swedish telco TeliaSonera is up with, a Swedish bullying, to bullying of and teenagers via channels.",1
Plant is to production the first of 2007.,1
"Nyrstar also agreed to supply to Talvivaara up to 150, 000 tonnes of annum use in ' s leaching process during the of of the in.",2
Has 100 for the and 89 commitments.,2
"R, 1649, is one of the oldest companies the and is the manufacturer of lightweight stainless steel in the U. ..",1
"Fish of the nuggets is 85% , and the comes and.",1
Raffles became a substantial in Exploration Ltd January 12 with 11. 7 shares (18. 2 ).,1
made its initial investment 2006.,1
Finnish Stockmann the contract the company.,1
", the World ' 1 Scissors Brand, recently Learning - « Magazine ' 2011 ' Award for the Classroom.",2
"The OMX Nordic 40 index, comprising the 40 traded the Nasdaq OMX, closed down 0. 87% at 1, 064. 14.",0
"Dolce & has asked the to declare Marimekko Corporation ' ` ` ' ' pattern invalid, in a between the two companies.",0
Profit to 23. 26 32. 86 mn.,0
Works product development and market research.,1
"Both operating profit and sales for the three - month increased, from EUR0. 3 m and. 1, to the 2005.",2
Share of the of both above mentioned 5%.,1
"Operating profit for the six - month period decreased EUR21m, while EUR436. 9 m, to the period in 2007.",0
"BG, '.",2
Earnings per share () fell to 0. 63 1. 71.,0
- related rose 5. 1% to EUR 460. 8 EUR 438. 5 2009.,2
"Most of the in beer place in the Far, and Africa.",1
Is the first has an agreement the UK government.,2
"Profits the half were 0. 8 m, down 0. 9 m Glisten the brand and the team.",0
"According to the, the share transactions were carried out Ruokatalo in the negotiations concerning the acquisition of.",1
Profit the period was 15. 6 mn to 14. 1 2007.,2
"When the situation normalises, the will be to increase the amount of residential sale in Petersburg and, in.",2
The - year the and Sport Finland will bring the bank ' s to skiers helmets and.,1
Annual of the contracts is at USD 2mn over the.,1
